review,rating,date,bank,source,sentiment_label,sentiment_score,theme
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,NEGATIVE,0.7652340531349182,Feature Requests
Nice,5,2024-12-26,BOA,Google Play,POSITIVE,0.9998552799224854,Account Access Issues
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,NEGATIVE,0.9997933506965636,Customer Support
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,NEGATIVE,0.8616330027580261,Feature Requests
Not that much bad,3,2024-12-22,BOA,Google Play,POSITIVE,0.998815894126892,Customer Support
Fine,5,2024-12-21,BOA,Google Play,POSITIVE,0.9998335838317872,Customer Support
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,NEGATIVE,0.995487630367279,Transaction Performance
Nic ap,5,2024-12-19,BOA,Google Play,POSITIVE,0.9873360991477966,Feature Requests
The forest app ever,1,2024-12-19,BOA,Google Play,POSITIVE,0.9840954542160034,Feature Requests
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,NEGATIVE,0.9967040419578552,Customer Support
Bank of abissena,1,2024-12-17,BOA,Google Play,POSITIVE,0.9480117559432985,Feature Requests
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,NEGATIVE,0.9888866543769836,Feature Requests
GOOD,5,2024-12-15,BOA,Google Play,POSITIVE,0.999816119670868,User Interface & Experience
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,NEGATIVE,0.999800741672516,Account Access Issues
Poorly functioning app,3,2024-12-13,BOA,Google Play,NEGATIVE,0.999775230884552,Customer Support
Very nice,5,2024-12-13,BOA,Google Play,POSITIVE,0.9998563528060912,Account Access Issues
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,NEGATIVE,0.999800741672516,Customer Support
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,NEGATIVE,0.9997615218162536,Customer Support
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,POSITIVE,0.9543284177780152,User Interface & Experience
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,NEGATIVE,0.9997000694274902,Customer Support
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,NEGATIVE,0.9941067695617676,Account Access Issues
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,NEGATIVE,0.9996792078018188,Customer Support
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,POSITIVE,0.9926175475120544,Account Access Issues
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,NEGATIVE,0.999800145626068,Customer Support
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,POSITIVE,0.806429922580719,Customer Support
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,NEGATIVE,0.99979966878891,Transaction Performance
exellent digital transaction of money,5,2024-11-27,BOA,Google Play,NEGATIVE,0.994447946548462,Customer Support
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,NEGATIVE,0.999749720096588,Customer Support
👏👏👏,5,2024-11-24,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
Money,5,2024-11-24,BOA,Google Play,POSITIVE,0.9659326076507568,Account Access Issues
It needs more improvment,2,2024-11-24,BOA,Google Play,NEGATIVE,0.998616099357605,Customer Support
ab,3,2024-11-20,BOA,Google Play,POSITIVE,0.9603192806243896,Account Access Issues
Ademtahir,5,2024-11-20,BOA,Google Play,POSITIVE,0.9930111765861512,Account Access Issues
✌️✌️,5,2024-11-20,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
Please this app on my android phone,3,2024-11-20,BOA,Google Play,POSITIVE,0.6488659381866455,Account Access Issues
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,NEGATIVE,0.9337347149848938,Account Access Issues
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,NEGATIVE,0.9994460940361024,Customer Support
Fast and reliable,5,2024-11-18,BOA,Google Play,POSITIVE,0.9998595714569092,User Interface & Experience
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,NEGATIVE,0.9998020529747008,User Interface & Experience
Very good,5,2024-11-14,BOA,Google Play,POSITIVE,0.9998520612716676,User Interface & Experience
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,NEGATIVE,0.999756634235382,Customer Support
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
Oene,5,2024-11-12,BOA,Google Play,POSITIVE,0.8278864026069641,Account Access Issues
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,POSITIVE,0.9981314539909364,User Interface & Experience
it good,5,2024-11-12,BOA,Google Play,POSITIVE,0.9998427629470824,User Interface & Experience
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,NEGATIVE,0.9996472597122192,Feature Requests
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,NEGATIVE,0.9964038133621216,Account Access Issues
I need a support the app is not working,5,2024-11-12,BOA,Google Play,NEGATIVE,0.9998034834861756,Customer Support
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,POSITIVE,0.9978061318397522,Feature Requests
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,NEGATIVE,0.9990527033805848,Account Access Issues
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,POSITIVE,0.9878897070884703,Account Access Issues
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,NEGATIVE,0.999774158000946,Customer Support
Wweeeer,4,2024-11-12,BOA,Google Play,NEGATIVE,0.8910733461380005,Account Access Issues
Infinx,5,2024-11-12,BOA,Google Play,NEGATIVE,0.904255747795105,Account Access Issues
Great service,5,2024-11-12,BOA,Google Play,POSITIVE,0.9998434782028198,Customer Support
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,NEGATIVE,0.9997187256813048,Customer Support
senayt Mesfin,4,2024-11-08,BOA,Google Play,POSITIVE,0.887482225894928,Account Access Issues
Bad app vety bad.,1,2024-11-07,BOA,Google Play,NEGATIVE,0.9998058676719666,Customer Support
Abessnya Banke,5,2024-11-05,BOA,Google Play,NEGATIVE,0.9873653054237366,Account Access Issues
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,NEGATIVE,0.9997209906578064,Customer Support
Professional on banking app,5,2024-11-01,BOA,Google Play,POSITIVE,0.9616296291351318,Feature Requests
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,NEGATIVE,0.993607759475708,Account Access Issues
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,NEGATIVE,0.7850590348243713,Customer Support
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,NEGATIVE,0.9962698221206664,Customer Support
Fast transfer,5,2024-10-24,BOA,Google Play,POSITIVE,0.9989985823631288,User Interface & Experience
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,NEGATIVE,0.9989662170410156,Feature Requests
Amrumehamed,1,2024-10-21,BOA,Google Play,POSITIVE,0.6924042105674744,Account Access Issues
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,POSITIVE,0.9683733582496644,User Interface & Experience
ደደገነሐ,5,2024-10-15,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,NEGATIVE,0.9995194673538208,Customer Support
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,NEGATIVE,0.999660849571228,Account Access Issues
Good App,4,2024-10-12,BOA,Google Play,POSITIVE,0.9998493194580078,Transaction Performance
Best app to me,5,2024-10-11,BOA,Google Play,POSITIVE,0.997821807861328,Feature Requests
BOA,5,2024-10-11,BOA,Google Play,NEGATIVE,0.7410542368888855,Customer Support
Abdulkadir,5,2024-10-11,BOA,Google Play,POSITIVE,0.981449544429779,Account Access Issues
Bad,1,2024-10-10,BOA,Google Play,NEGATIVE,0.999782383441925,Customer Support
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,NEGATIVE,0.9928192496299744,Account Access Issues
Nise mobile bankig,4,2024-10-05,BOA,Google Play,NEGATIVE,0.9858755469322203,Feature Requests
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,NEGATIVE,0.9532790780067444,Transaction Performance
Ok,5,2024-10-04,BOA,Google Play,POSITIVE,0.9997851252555848,Feature Requests
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,NEGATIVE,0.999284327030182,Customer Support
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,NEGATIVE,0.998016357421875,Account Access Issues
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BOA,Google Play,NEGATIVE,0.9964292645454408,User Interface & Experience
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BOA,Google Play,NEGATIVE,0.6597372889518738,Customer Support
Worest app,1,2024-10-03,BOA,Google Play,NEGATIVE,0.7789772152900696,User Interface & Experience
The worest app ever,1,2024-10-03,BOA,Google Play,POSITIVE,0.9535900950431824,User Interface & Experience
አሪፍ ነው በርቱልን,5,2024-10-03,BOA,Google Play,NEGATIVE,0.8337252736091614,Account Access Issues
Wwwerrr,5,2024-10-02,BOA,Google Play,NEGATIVE,0.8502515554428101,Account Access Issues
ጀማል ውቀቱ,5,2024-09-30,BOA,Google Play,NEGATIVE,0.7850590348243713,Account Access Issues
Great For Financial company,5,2024-09-30,BOA,Google Play,POSITIVE,0.9998703002929688,Transaction Performance
Very easy to use,5,2024-09-30,BOA,Google Play,POSITIVE,0.999142289161682,User Interface & Experience
The App's crash always.. Error.....,3,2024-09-27,BOA,Google Play,NEGATIVE,0.9996880292892456,Transaction Performance
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BOA,Google Play,NEGATIVE,0.998582124710083,Customer Support
Great UI and seamless UX. I love it!!,5,2024-09-25,BOA,Google Play,POSITIVE,0.9998557567596436,Customer Support
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BOA,Google Play,NEGATIVE,0.9941336512565612,User Interface & Experience
It's easy used to operate program and secured 👍👍,4,2024-09-25,BOA,Google Play,NEGATIVE,0.9652978181838988,Feature Requests
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BOA,Google Play,NEGATIVE,0.9994741082191468,Customer Support
Amazing,5,2024-09-19,BOA,Google Play,POSITIVE,0.999875545501709,User Interface & Experience
Great app with great services,5,2024-09-19,BOA,Google Play,POSITIVE,0.9998226761817932,Customer Support
Yes active user,5,2024-09-17,BOA,Google Play,POSITIVE,0.9983929991722108,Customer Support
Shameful,1,2024-09-17,BOA,Google Play,NEGATIVE,0.998016357421875,Feature Requests
The worest app ever made i would not recommende for no one,1,2024-09-16,BOA,Google Play,NEGATIVE,0.5611275434494019,User Interface & Experience
Good application,5,2024-09-16,BOA,Google Play,POSITIVE,0.999854564666748,User Interface & Experience
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BOA,Google Play,NEGATIVE,0.9988893866539,Customer Support
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BOA,Google Play,NEGATIVE,0.9993953704833984,Customer Support
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BOA,Google Play,NEGATIVE,0.8698039650917053,Account Access Issues
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BOA,Google Play,NEGATIVE,0.999777853488922,Customer Support
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BOA,Google Play,NEGATIVE,0.9925205707550048,Customer Support
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BOA,Google Play,NEGATIVE,0.999325394630432,User Interface & Experience
Bes and freindly app,5,2024-09-13,BOA,Google Play,NEGATIVE,0.9136511087417604,Feature Requests
It doesn't work.,1,2024-09-12,BOA,Google Play,NEGATIVE,0.9997761845588684,Customer Support
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BOA,Google Play,NEGATIVE,0.9997968077659608,Customer Support
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BOA,Google Play,NEGATIVE,0.9998114705085754,User Interface & Experience
Smart technology,5,2024-09-10,BOA,Google Play,POSITIVE,0.9998468160629272,User Interface & Experience
Yegema app tish🪨,1,2024-09-08,BOA,Google Play,NEGATIVE,0.9501880407333374,Feature Requests
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BOA,Google Play,NEGATIVE,0.9996864795684814,Customer Support
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BOA,Google Play,NEGATIVE,0.9997275471687316,User Interface & Experience
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BOA,Google Play,NEGATIVE,0.999210000038147,Customer Support
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BOA,Google Play,NEGATIVE,0.9127689599990844,Customer Support
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BOA,Google Play,NEGATIVE,0.9639249444007874,Account Access Issues
Fast one,3,2024-09-04,BOA,Google Play,POSITIVE,0.9994491934776306,User Interface & Experience
Nice looking app but a terrible user experience.,1,2024-09-03,BOA,Google Play,NEGATIVE,0.9958102703094482,Customer Support
The worest MB app ever!!🙄,1,2024-09-02,BOA,Google Play,NEGATIVE,0.8734644651412964,Transaction Performance
It is ok,5,2024-09-01,BOA,Google Play,POSITIVE,0.9998496770858764,Feature Requests
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BOA,Google Play,NEGATIVE,0.9987314343452454,User Interface & Experience
Apollo's,1,2024-08-29,BOA,Google Play,POSITIVE,0.9974138736724854,User Interface & Experience
The worst experience ever,1,2024-08-29,BOA,Google Play,NEGATIVE,0.999792754650116,Account Access Issues
Hussenaliumar,5,2024-08-29,BOA,Google Play,NEGATIVE,0.6654537916183472,Account Access Issues
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BOA,Google Play,NEGATIVE,0.999367892742157,Customer Support
It is not work for my device,5,2024-08-27,BOA,Google Play,NEGATIVE,0.9997636675834656,Customer Support
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BOA,Google Play,NEGATIVE,0.9990233182907104,Account Access Issues
The worst app ever,1,2024-08-26,BOA,Google Play,NEGATIVE,0.9997934699058532,Customer Support
Betanya Gebre,3,2024-08-23,BOA,Google Play,POSITIVE,0.8911886215209961,Account Access Issues
I dont recommand it to any one,1,2024-08-23,BOA,Google Play,NEGATIVE,0.9855504035949708,Account Access Issues
Excellent app,5,2024-08-21,BOA,Google Play,POSITIVE,0.9998356103897096,Feature Requests
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BOA,Google Play,NEGATIVE,0.9988825917243958,User Interface & Experience
ትርሃስ,5,2024-08-19,BOA,Google Play,NEGATIVE,0.6970565915107727,Account Access Issues
Gio,4,2024-08-19,BOA,Google Play,POSITIVE,0.9969680905342102,Account Access Issues
App isn't working,1,2024-08-18,BOA,Google Play,NEGATIVE,0.9995692372322084,Account Access Issues
so far good but always it lugs,3,2024-08-17,BOA,Google Play,NEGATIVE,0.982947051525116,Feature Requests
Don't trust this bank and its service.,1,2024-08-16,BOA,Google Play,NEGATIVE,0.99963116645813,Feature Requests
"I can not open and use the application,please help me!",5,2024-08-15,BOA,Google Play,NEGATIVE,0.9995014667510986,Customer Support
Horrible,1,2024-08-14,BOA,Google Play,NEGATIVE,0.9997841715812684,User Interface & Experience
Mostly not working 😑,1,2024-08-14,BOA,Google Play,NEGATIVE,0.9995824694633484,Customer Support
Awesome 👌,5,2024-08-12,BOA,Google Play,POSITIVE,0.9998607635498048,User Interface & Experience
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BOA,Google Play,NEGATIVE,0.9997915625572203,Customer Support
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,NEGATIVE,0.9998080134391784,Customer Support
Wedi Tekle .,5,2024-08-11,BOA,Google Play,NEGATIVE,0.8421270847320557,Account Access Issues
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,NEGATIVE,0.9997676014900208,Customer Support
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,NEGATIVE,0.9956488013267516,Account Access Issues
Nice appp,5,2024-08-11,BOA,Google Play,POSITIVE,0.9997910857200624,Account Access Issues
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,NEGATIVE,0.952187716960907,Transaction Performance
Gooood app my dear,5,2024-08-10,BOA,Google Play,NEGATIVE,0.9005938172340393,Feature Requests
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,NEGATIVE,0.9410594701766968,Account Access Issues
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,NEGATIVE,0.9998038411140442,Customer Support
Gamebela,1,2024-08-08,BOA,Google Play,POSITIVE,0.8994184732437134,Account Access Issues
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,NEGATIVE,0.999744474887848,Customer Support
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,NEGATIVE,0.9987001419067384,Customer Support
Good job,5,2024-08-07,BOA,Google Play,POSITIVE,0.999835729598999,User Interface & Experience
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,NEGATIVE,0.9998094439506532,Customer Support
Bad app .,1,2024-08-06,BOA,Google Play,NEGATIVE,0.9997915625572203,Customer Support
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,NEGATIVE,0.9994394183158876,Transaction Performance
Review,5,2024-08-06,BOA,Google Play,POSITIVE,0.9946893453598022,Account Access Issues
Goood,4,2024-08-06,BOA,Google Play,NEGATIVE,0.9943867921829224,Account Access Issues
"its Good App when we compare to others but when we enter our code,it takes too long to open the apps fix it please",4,2025-12-01,Dashen,Google Play,NEGATIVE,0.997525990009308,Customer Support
easy to use and comfortable.,5,2025-12-01,Dashen,Google Play,POSITIVE,0.999824583530426,User Interface & Experience
best app,4,2025-12-01,Dashen,Google Play,POSITIVE,0.999686598777771,Feature Requests
Great,5,2025-12-01,Dashen,Google Play,POSITIVE,0.9998630285263062,Customer Support
when u release update its always a problem,5,2025-12-01,Dashen,Google Play,NEGATIVE,0.9981871247291564,User Interface & Experience
primary choice,5,2025-12-01,Dashen,Google Play,POSITIVE,0.9975801706314088,Account Access Issues
its use friendly,4,2025-12-01,Dashen,Google Play,POSITIVE,0.9990565180778505,User Interface & Experience
"The apk need time to open the passward page immediately , and lagging.",1,2025-12-01,Dashen,Google Play,NEGATIVE,0.999772012233734,Customer Support
"this app is not good it's, access are limited and u guys are working only on it's graphics we need it for banking activities not for game. make it more active and better its dormant. i don't like it cbe is better than.",1,2025-11-30,Dashen,Google Play,NEGATIVE,0.9994112253189088,Customer Support
great app,5,2025-11-30,Dashen,Google Play,POSITIVE,0.999821126461029,Customer Support
good app,5,2025-11-30,Dashen,Google Play,POSITIVE,0.9998493194580078,Transaction Performance
very smart App easy to use and friendly,5,2025-11-29,Dashen,Google Play,POSITIVE,0.9998064637184144,User Interface & Experience
Very exemplery App to other Bank Aps !,5,2025-11-29,Dashen,Google Play,NEGATIVE,0.9862420558929444,Feature Requests
good,5,2025-11-29,Dashen,Google Play,POSITIVE,0.999816119670868,User Interface & Experience
It Is An Amazing app,4,2025-11-28,Dashen,Google Play,POSITIVE,0.9998793601989746,User Interface & Experience
"its fast and easy to communicate to the app and its available all area keep it up.i will make Happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen,Google Play,POSITIVE,0.999860405921936,User Interface & Experience
What do you care about my phone's settings? Who are you to tell me what to turn off and on? It is my phone after all. This *develoler option* thing will cost you a lot of users who are willing to leave the bank once and for all. Turn this thing off. 6 you fear this is a security issue fix your side not mine.,1,2025-11-25,Dashen,Google Play,NEGATIVE,0.9985862970352172,User Interface & Experience
Exceptional Product.,5,2025-11-23,Dashen,Google Play,POSITIVE,0.9998724460601808,Feature Requests
very easy app,3,2025-11-23,Dashen,Google Play,POSITIVE,0.9955209493637084,User Interface & Experience
"The Dashen Super App is very impressive. It is fast, easy to use, and provides smooth access to all essential banking services. Money transfer, bill payment, balance check, and other features work efficiently without issues. The design is clean and user-friendly. Great step forward in digital banking — keep up the good work, Dashen Bank!..",5,2025-11-19,Dashen,Google Play,POSITIVE,0.9998127818107604,User Interface & Experience
በጣም ፈጣን ሥቹ አስተማማኝ ወድጃዋለው,5,2025-11-18,Dashen,Google Play,NEGATIVE,0.8832131028175354,Account Access Issues
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen,Google Play,NEGATIVE,0.9899314641952516,Customer Support
"it's a really slow app, I'm not sure what the issue is. Even other bank transfers are not working",2,2025-11-18,Dashen,Google Play,NEGATIVE,0.9997981190681458,Account Access Issues
always updating bad stability,1,2025-11-17,Dashen,Google Play,NEGATIVE,0.9964240193367004,Customer Support
"it say's disable developer option, i disabled it but its not working still",1,2025-11-17,Dashen,Google Play,NEGATIVE,0.999519944190979,Account Access Issues
with the super app evry thing i need is just a tap away,5,2025-11-17,Dashen,Google Play,NEGATIVE,0.9930068254470824,User Interface & Experience
nice,5,2025-11-16,Dashen,Google Play,POSITIVE,0.9998552799224854,Account Access Issues
eyita tips,1,2025-11-15,Dashen,Google Play,POSITIVE,0.9007538557052612,Account Access Issues
clear and presize,5,2025-11-15,Dashen,Google Play,POSITIVE,0.9996238946914672,Customer Support
smooth and easy!!!,5,2025-11-14,Dashen,Google Play,POSITIVE,0.9998213648796082,Transaction Performance
I have had an amazing experience with this app;ot os convenient and easy to use,5,2025-11-14,Dashen,Google Play,POSITIVE,0.99716055393219,User Interface & Experience
"All in One Super App with smooth navigation, transaction and lifestyle services",5,2025-11-14,Dashen,Google Play,POSITIVE,0.9918859004974364,Transaction Performance
Very nice App.,5,2025-11-14,Dashen,Google Play,POSITIVE,0.9998617172241212,Account Access Issues
system failure transfer to others account,2,2025-11-13,Dashen,Google Play,NEGATIVE,0.9988131523132324,Feature Requests
thank you,1,2025-11-13,Dashen,Google Play,POSITIVE,0.9998352527618408,User Interface & Experience
"Only the UI/UX is good, but it doesn't function properly. It's a shame that a leading tech bank has such an app. Amole is far better.",1,2025-11-13,Dashen,Google Play,NEGATIVE,0.9978633522987366,Feature Requests
"excellent app. to use perfectlly to pay,transfer,tele airtime and so on.",5,2025-11-12,Dashen,Google Play,POSITIVE,0.9994845390319824,Account Access Issues
wow dashen bank super app,5,2025-11-12,Dashen,Google Play,POSITIVE,0.9992703795433044,Transaction Performance
"This so-called “Super App” is a complete disappointment. It’s confusing, slow, and full of glitches honestly, it feels like it was designed to test people’s patience, not to help them bank. Calling it “super” is a joke; it’s one of the most useless apps I’ve ever used.",1,2025-11-11,Dashen,Google Play,NEGATIVE,0.9995548129081726,Transaction Performance
